mass,mjd
0.25,57511.25561342593
0.18,57511.26028935185
0.26,57511.26130787037
0.2,57511.262349537035
0.13,57511.2644212963
0.15,57511.27224537037
0.18,57511.27328703704
0.21,57511.27431712963
0.19,57511.275358796294
0.24,57511.276400462964
0.2,57511.27744212963
0.22,57511.27847222222
0.2,57511.27951388889
0.25,57511.28055555555
0.34,57511.28159722222
0.32,57511.28265046296
0.24,57511.283680555556
0.34,57511.284733796296
0.25,57511.285787037035
0.35,57511.286828703705
0.25,57511.28787037037
0.23,57511.28890046296
0.24,57511.28994212963
0.21,57511.290983796294
0.24,57511.292025462964
0.22,57511.293078703704
0.26,57511.294120370374
0.2,57511.29513888889
0.25,57511.29618055555
0.22,57511.29722222222
0.21,57511.298263888886
0.22,57511.299305555556
0.16,57511.30034722222
0.18,57511.30138888889
0.15,57511.30243055556
0.15,57511.3034837963
0.14,57511.30452546296
0.14,57511.30556712963
0.18,57511.306608796294
0.22,57511.307650462964
0.22,57511.30869212963
0.2,57511.3097337963
0.16,57511.31077546296
0.18,57511.31181712963
0.14,57511.31285879629
0.14,57511.31390046296
0.13,57511.31494212963
0.14,57511.315983796296
0.17,57511.317025462966
0.15,57511.31806712963
0.21,57511.3191087963
0.22,57511.32016203704
0.19,57511.32119212963
0.2,57511.322233796294
0.19,57511.323275462964
0.12,57511.32431712963
0.09,57511.325370370374
0.12,57511.32641203704
0.1,57511.32745370371
0.16,57511.32849537037
0.15,57511.32953703704
0.18,57511.33059027778
0.17,57511.33162037037
0.18,57511.332662037035
0.17,57511.333715277775
0.22,57511.33476851852
0.18,57511.33579861111
0.15,57511.336851851855
0.18,57511.33789351852
0.18,57511.33893518519
0.23,57511.33997685185
0.21,57511.34101851852
0.34,57511.34207175926
0.24,57511.34311342592
0.25,57511.34416666667
0.2,57511.34521990741
0.19,57511.34626157407
0.21,57511.34730324074
0.2,57511.351585648146
0.1,57511.352627314816
0.11,57511.35366898148
0.13,57511.35472222222
0.08,57511.35576388889
0.1,57511.35680555556
0.14,57511.358194444445
0.12,57511.35923611111
0.12,57511.360289351855
0.07,57511.361342592594
0.11,57511.362708333334
0.09,57511.36375
0.09,57511.364803240744
0.08,57511.36584490741
0.12,57511.367939814816
0.13,57511.368993055556
0.06,57511.37002314815
0.1,57511.37107638889
0.07,57511.37211805556
0.08,57511.37315972222
0.06,57511.37421296296
0.12,57511.37630787037
0.07,57511.37734953704
0.09,57511.37840277778
0.11,57511.38049768518
0.09,57511.38153935185
0.08,57511.38259259259
0.06,57511.3846875
0.09,57511.38574074074
0.07,57511.38679398148
0.12,57511.38783564815
0.11,57511.38890046296
0.12,57511.38994212963
0.15,57511.39099537037
0.12,57511.39204861111
0.1,57511.39309027778
0.08,57511.39413194444
0.11,57511.39518518518
0.1,57511.39623842593
0.12,57511.39726851852
0.1,57511.39832175926
0.13,57511.399363425924
0.13,57511.400416666664
0.11,57511.40251157407
0.11,57511.40357638889
0.1,57511.40461805555
0.1,57511.40671296296
0.09,57511.4077662037
0.09,57511.40881944444
0.13,57511.40986111111
0.07,57511.41092592593
0.13,57511.41196759259
0.09,57511.41302083333
0.11,57511.41511574074
0.1,57511.41616898148
0.08,57511.41722222222
0.13,57511.418275462966
0.16,57511.419328703705
0.21,57511.420381944445
0.1,57511.421435185184
0.15,57511.422488425924
0.17,57511.423530092594
0.15,57511.42458333333
0.24,57511.42564814815
0.18,57511.42775462963
0.24,57511.42986111111
0.59,57511.430914351855
