dimm,mjd
0.85,57526.248344907406
0.83,57526.249375
0.88,57526.25041666667
0.82,57526.25144675926
0.92,57526.25247685185
0.94,57526.25351851852
0.8,57526.25456018518
0.85,57526.255590277775
0.8,57526.25664351852
0.79,57526.25767361111
0.75,57526.2587037037
0.75,57526.26048611111
0.71,57526.261516203704
0.73,57526.262557870374
0.72,57526.26359953704
0.72,57526.26462962963
0.74,57526.2656712963
0.75,57526.26671296296
0.72,57526.267743055556
0.74,57526.26878472222
0.66,57526.26980324074
0.7,57526.27085648148
0.58,57526.271898148145
0.6,57526.272939814815
0.6,57526.27396990741
0.56,57526.27501157407
0.56,57526.276041666664
0.57,57526.277094907404
0.52,57526.278125
0.6,57526.27916666667
0.53,57526.28021990741
0.55,57526.28230324074
0.51,57526.28333333333
0.47,57526.284375
0.55,57526.28542824074
0.55,57526.286458333336
0.56,57526.2875
0.48,57526.28855324074
0.57,57526.28959490741
0.49,57526.290625
0.53,57526.29167824074
0.49,57526.292719907404
0.5,57526.293761574074
0.43,57526.294803240744
0.46,57526.29583333333
0.59,57526.29688657408
0.54,57526.29791666667
0.51,57526.29896990741
0.49,57526.30001157407
0.54,57526.30105324074
0.55,57526.30210648148
0.66,57526.303136574075
0.57,57526.30417824074
0.6,57526.30521990741
0.52,57526.30627314815
0.53,57526.30730324074
0.63,57526.31148148148
0.47,57526.313564814816
0.52,57526.31459490741
0.81,57526.31563657407
0.58,57526.31668981481
0.57,57526.317719907405
0.74,57526.318761574075
0.76,57526.31980324074
0.7,57526.320856481485
0.78,57526.32188657407
0.61,57526.32292824074
0.51,57526.32402777778
0.64,57526.32506944444
0.72,57526.32611111111
0.58,57526.32714120371
0.61,57526.32818287037
0.53,57526.32922453704
0.47,57526.3302662037
0.45,57526.33131944444
0.47,57526.332349537035
0.45,57526.333391203705
0.48,57526.334444444445
0.49,57526.335486111115
0.47,57526.33652777778
0.53,57526.33755787037
0.58,57526.33859953703
0.58,57526.339641203704
0.52,57526.3406712963
0.47,57526.34276620371
0.5,57526.343819444446
0.49,57526.34484953704
0.46,57526.3458912037
0.56,57526.34693287037
0.5,57526.34798611111
0.43,57526.349027777775
0.48,57526.350069444445
0.53,57526.351111111115
0.62,57526.35215277778
0.55,57526.35319444445
0.5,57526.35423611111
0.65,57526.35528935185
0.43,57526.35631944444
0.37,57526.35737268518
0.37,57526.359456018516
0.49,57526.36050925926
0.59,57526.36153935185
0.48,57526.36258101852
0.49,57526.36362268519
0.49,57526.36467592593
0.51,57526.36571759259
0.4,57526.36675925926
0.49,57526.3678125
0.49,57526.36885416666
0.51,57526.36989583333
0.4,57526.3709375
0.44,57526.37199074074
0.51,57526.373032407406
0.4,57526.374074074076
0.45,57526.37616898148
0.49,57526.37721064815
0.44,57526.37826388889
0.46,57526.37930555556
0.46,57526.38034722222
0.49,57526.38141203704
0.47,57526.38244212963
0.42,57526.38349537037
0.37,57526.38453703704
0.46,57526.38559027778
0.41,57526.38663194444
0.47,57526.38767361111
0.41,57526.38872685185
0.34,57526.38976851852
0.41,57526.39082175926
0.53,57526.391875
0.46,57526.39293981482
0.45,57526.39502314815
0.36,57526.39711805555
0.49,57526.3981712963
0.47,57526.39921296296
0.59,57526.4002662037
0.48,57526.40130787037
