mass,mjd
0.19,56788.25806712963
0.19,56788.25912037037
0.15,56788.26018518519
0.38,56788.26125
0.31,56788.26230324074
0.35,56788.263703703706
0.3,56788.26476851852
0.33,56788.265810185185
0.52,56788.266875
0.5,56788.26792824074
0.51,56788.26899305556
0.29,56788.2700462963
0.22,56788.27216435185
0.19,56788.273206018515
0.23,56788.27425925926
0.45,56788.27637731482
0.3,56788.27744212963
0.4,56788.27850694444
0.54,56788.27957175926
0.59,56788.280625
0.47,56788.281689814816
0.59,56788.282743055555
0.44,56788.28380787037
0.31,56788.28487268519
0.29,56788.2859375
0.3,56788.28701388889
0.43,56788.28807870371
0.46,56788.289143518516
0.36,56788.29020833333
0.52,56788.29127314815
0.46,56788.292349537034
0.34,56788.29342592593
0.32,56788.29556712963
0.37,56788.29662037037
0.33,56788.29769675926
0.38,56788.29875
0.4,56788.29981481482
0.37,56788.30085648148
0.44,56788.3019212963
0.56,56788.30298611111
0.54,56788.30405092592
0.46,56788.305127314816
0.49,56788.306180555555
0.5,56788.30724537037
0.47,56788.30829861111
0.42,56788.309375
0.36,56788.31043981481
0.43,56788.31151620371
0.25,56788.31363425926
0.25,56788.314675925925
0.23,56788.31574074074
0.21,56788.31680555556
0.22,56788.31787037037
0.25,56788.31895833334
0.21,56788.32
0.19,56788.321064814816
0.19,56788.3221412037
0.21,56788.32319444444
0.22,56788.32425925926
0.26,56788.325324074074
0.29,56788.32640046296
0.23,56788.32975694445
0.16,56788.33081018519
0.16,56788.33186342593
0.15,56788.33293981481
0.17,56788.33399305555
0.22,56788.335069444445
0.36,56788.33613425926
0.51,56788.33719907407
0.38,56788.33825231482
0.5,56788.33931712963
0.48,56788.34038194444
0.37,56788.341458333336
0.35,56788.342523148145
0.47,56788.34358796296
0.5,56788.34465277778
0.38,56788.345717592594
0.44,56788.34678240741
0.35,56788.34784722222
0.25,56788.34888888889
0.3,56788.34997685185
0.32,56788.35103009259
0.4,56788.352106481485
0.42,56788.353171296294
0.32,56788.3553125
0.22,56788.35638888889
0.21,56788.357453703706
0.17,56788.35851851852
0.14,56788.35958333333
0.26,56788.36064814815
0.27,56788.361712962964
0.27,56788.36278935185
0.37,56788.363854166666
0.56,56788.36491898148
0.61,56788.36599537037
0.41,56788.36704861111
0.35,56788.368113425924
0.43,56788.36917824074
0.29,56788.370254629626
0.23,56788.37131944444
0.2,56788.372395833336
0.19,56788.373460648145
0.19,56788.37452546296
0.29,56788.37559027778
0.55,56788.37666666666
0.57,56788.37773148148
0.71,56788.37880787037
0.52,56788.37987268518
0.35,56788.38097222222
0.25,56788.38203703704
0.27,56788.38311342592
0.26,56788.38418981482
0.23,56788.38525462963
0.25,56788.38633101852
0.22,56788.387395833335
0.23,56788.38846064815
0.32,56788.389548611114
0.32,56788.39061342592
0.27,56788.39167824074
0.23,56788.3927662037
0.23,56788.39383101852
0.28,56788.394907407404
0.37,56788.39597222222
0.33,56788.39703703704
0.38,56788.398125
0.33,56788.40399305556
0.36,56788.406122685185
0.37,56788.40825231482
0.36,56788.40930555556
0.4,56788.41038194444
0.33,56788.41144675926
0.41,56788.412523148145
0.41,56788.41359953704
0.43,56788.414675925924
0.44,56788.41574074074
0.31,56788.41788194444
0.3,56788.418958333335
0.32,56788.42003472222
0.41,56788.422164351854
0.47,56788.42324074074
0.61,56788.424305555556
0.51,56788.42542824074
0.39,56788.42649305556
0.33,56788.427569444444
0.34,56788.42864583333
0.29,56788.42972222222
0.27,56788.43079861111
0.29,56788.431863425925
0.29,56788.43292824074
0.27,56788.43399305556
0.3,56788.4350462963
0.29,56788.43612268518
0.22,56788.4372337963
0.3,56788.438310185185
0.37,56788.43938657407
0.34,56788.440462962964
0.29,56788.441516203704
0.51,56788.44259259259
0.38,56788.44364583334
0.36,56788.44472222222
0.39,56788.44579861111
0.47,56788.446863425925
0.43,56788.44793981482
1.07,56788.4490625
0.71,56788.45013888889
0.67,56788.451215277775
0.71,56788.45228009259
0.57,56788.45334490741
0.73,56788.45549768519
0.64,56788.45657407407
0.42,56788.457650462966
0.38,56788.458715277775
0.41,56788.45979166667
0.28,56788.460868055554
0.29,56788.46194444445
0.23,56788.46623842593
0.53,56788.467314814814
0.42,56788.46839120371
0.66,56788.469456018516
0.43,56788.47056712963
0.53,56788.47164351852
0.37,56788.472719907404
0.48,56788.473807870374
0.36,56788.47486111111
0.26,56788.4759375
0.34,56788.477002314816
0.37,56788.47809027778
0.33,56788.479155092595
0.41,56788.48025462963
0.33,56788.48131944444
0.3,56788.482395833336
0.28,56788.48454861111
0.25,56788.48563657407
0.07,56788.486712962964
0.17,56788.489953703705
0.08,56788.491006944445
0.48,56788.49208333333
0.3,56788.49317129629
0.21,56788.49424768519
0.21,56788.496412037035
0.19,56788.49747685185
0.17,56788.498564814814
0.19,56788.49962962963
0.15,56788.50071759259
0.2,56788.501805555556
0.18,56788.502858796295
0.23,56788.50393518519
0.18,56788.50608796296
0.28,56788.50716435185
0.12,56788.50824074074
0.24,56788.5093287037
0.18,56788.510416666664
0.17,56788.51149305556
0.24,56788.51366898148
0.14,56788.514756944445
0.16,56788.51584490741
0.09,56788.51908564815
0.19,56788.52232638889
0.12,56788.52878472222
0.16,56788.53309027778
0.13,56788.53633101852
0.13,56788.53958333333
0.11,56788.54498842593
0.14,56788.54715277778
0.17,56788.54822916666
0.06,56788.55039351852
0.15,56788.551469907405
0.06,56788.553622685184
0.07,56788.554710648146
0.32,56788.556863425925
0.32,56788.55793981482
0.19,56788.559016203704
0.23,56788.56008101852
0.2,56788.56116898148
0.37,56788.56224537037
0.08,56788.56333333333
0.12,56788.564421296294
0.18,56788.56658564815
0.37,56788.567662037036
0.35,56788.56875
0.37,56788.56983796296
0.4,56788.570925925924
0.29,56788.57201388889
0.41,56788.57310185185
0.37,56788.57417824074
0.29,56788.575266203705
0.19,56788.57635416667
0.26,56788.581192129626
0.26,56788.582280092596
0.26,56788.584444444445
0.26,56788.585543981484
0.26,56788.586689814816
0.26,56788.587800925925
0.26,56788.58898148148
0.26,56788.59006944444
0.26,56788.592256944445
0.26,56788.59333333333
0.26,56788.59478009259
0.26,56788.595868055556
0.26,56788.59695601852
0.26,56788.59804398148
0.26,56788.59915509259
0.26,56788.60025462963
0.26,56788.60135416667
0.26,56788.6024537037
