mass,mjd
0.32,56796.26106481482
0.48,56796.26211805556
0.48,56796.26318287037
0.25,56796.26424768518
0.16,56796.26530092592
0.28,56796.26636574074
0.4,56796.267430555556
0.32,56796.26849537037
0.32,56796.269537037035
0.15,56796.270590277774
0.11,56796.27166666667
0.13,56796.272731481484
0.24,56796.27379629629
0.3,56796.27483796296
0.62,56796.27591435185
0.29,56796.27695601852
0.17,56796.278020833335
0.25,56796.279074074075
0.33,56796.280127314814
0.4,56796.28119212963
0.34,56796.28225694445
0.21,56796.283321759256
0.19,56796.284375
0.18,56796.28543981481
0.24,56796.286527777775
0.24,56796.28758101852
0.55,56796.28865740741
0.4,56796.28973379629
0.26,56796.29078703704
0.37,56796.29295138889
0.44,56796.29399305556
0.37,56796.2950462963
0.48,56796.29717592592
0.46,56796.29820601852
0.42,56796.29928240741
0.54,56796.30034722222
0.29,56796.301400462966
0.51,56796.302511574075
0.33,56796.30357638889
0.42,56796.3046412037
0.39,56796.30800925926
0.31,56796.30907407407
0.37,56796.31012731481
0.37,56796.31119212963
0.32,56796.312256944446
0.35,56796.31332175926
0.3,56796.31438657407
0.23,56796.315474537034
0.56,56796.31652777778
0.26,56796.318657407406
0.27,56796.31972222222
0.5,56796.32078703704
0.3,56796.32184027778
0.31,56796.32738425926
0.27,56796.32846064815
0.28,56796.32954861111
0.24,56796.330613425926
0.3,56796.33167824074
0.34,56796.33275462963
0.24,56796.33380787037
0.36,56796.33488425926
0.35,56796.33594907408
0.58,56796.337013888886
0.34,56796.3380787037
0.31,56796.33914351852
0.2,56796.34019675926
0.23,56796.34125
0.21,56796.34232638889
0.25,56796.34340277778
0.27,56796.34446759259
0.26,56796.34554398148
0.21,56796.34662037037
0.2,56796.34767361111
0.22,56796.348715277774
0.26,56796.34979166667
0.21,56796.35190972222
0.25,56796.35297453704
0.24,56796.35402777778
0.22,56796.35511574074
0.24,56796.35616898148
0.21,56796.3572337963
0.26,56796.358298611114
0.28,56796.359375
0.29,56796.360439814816
0.25,56796.361550925925
0.2,56796.363703703704
0.2,56796.36479166667
0.19,56796.36585648148
0.17,56796.3669212963
0.19,56796.367997685185
0.18,56796.3690625
0.26,56796.37013888889
0.26,56796.371203703704
0.27,56796.37228009259
0.22,56796.37335648148
0.16,56796.37443287037
0.38,56796.375497685185
0.5,56796.376597222225
0.27,56796.37766203703
0.23,56796.37873842593
0.19,56796.37981481481
0.18,56796.38087962963
0.23,56796.38300925926
0.28,56796.385150462964
0.25,56796.38622685185
0.28,56796.38731481481
0.34,56796.388402777775
0.21,56796.38946759259
0.22,56796.39053240741
0.4,56796.39160879629
0.39,56796.392696759256
0.44,56796.39376157407
0.47,56796.39487268519
0.47,56796.395949074074
0.53,56796.39702546296
0.3,56796.39811342592
0.54,56796.39917824074
0.35,56796.40025462963
0.44,56796.40130787037
0.43,56796.402395833335
0.49,56796.40453703704
0.41,56796.405625
0.33,56796.406701388885
0.37,56796.40777777778
0.37,56796.408854166664
0.39,56796.40993055556
0.23,56796.410995370374
0.33,56796.41207175926
0.29,56796.41315972222
0.48,56796.41422453704
0.44,56796.41527777778
0.37,56796.416354166664
0.21,56796.41744212963
0.2,56796.41851851852
0.33,56796.41961805556
0.24,56796.4206712963
0.17,56796.42175925926
0.16,56796.42282407408
0.16,56796.42497685185
0.13,56796.42606481481
0.17,56796.42712962963
0.17,56796.42821759259
0.12,56796.43037037037
0.14,56796.43145833333
0.15,56796.432534722226
0.18,56796.433599537035
0.17,56796.4346875
0.2,56796.43576388889
0.16,56796.43681712963
0.23,56796.43790509259
0.15,56796.44489583333
0.17,56796.44704861111
0.11,56796.448125
0.16,56796.44920138889
0.22,56796.450277777774
0.13,56796.45134259259
0.22,56796.4552662037
0.15,56796.45959490741
0.32,56796.4606712963
0.14,56796.461747685185
0.24,56796.46283564815
0.2,56796.468460648146
0.09,56796.46952546296
0.26,56796.47489583334
0.24,56796.477060185185
0.21,56796.478171296294
0.24,56796.48033564815
0.19,56796.48248842593
0.17,56796.483923611115
0.22,56796.48501157408
0.12,56796.48824074074
0.16,56796.48931712963
0.26,56796.49040509259
0.09,56796.49364583333
0.13,56796.49581018519
0.17,56796.496886574074
0.15,56796.49797453704
0.15,56796.49903935185
0.26,56796.50011574074
0.36,56796.50121527778
0.19,56796.50337962963
0.08,56796.50445601852
