mass,mjd
0.16,56795.261145833334
0.27,56795.26221064815
0.24,56795.26326388889
0.14,56795.264340277776
0.17,56795.26540509259
0.14,56795.26644675926
0.19,56795.267534722225
0.21,56795.26857638889
0.21,56795.26965277778
0.19,56795.27069444444
0.21,56795.27175925926
0.2,56795.272824074076
0.26,56795.273888888885
0.23,56795.2749537037
0.19,56795.27600694444
0.21,56795.27706018519
0.41,56795.278125
0.28,56795.280277777776
0.33,56795.28134259259
0.28,56795.28240740741
0.28,56795.283472222225
0.33,56795.284537037034
0.26,56795.285625
0.36,56795.286678240744
0.3,56795.28775462963
0.32,56795.288831018515
0.22,56795.28988425926
0.3,56795.29130787037
0.23,56795.29237268519
0.23,56795.29342592593
0.18,56795.29447916667
0.19,56795.29553240741
0.2,56795.29767361111
0.27,56795.298738425925
0.28,56795.299791666665
0.24,56795.30085648148
0.18,56795.30190972222
0.18,56795.30298611111
0.22,56795.30403935185
0.18,56795.30511574074
0.14,56795.30616898148
0.16,56795.307233796295
0.19,56795.31050925926
0.13,56795.311585648145
0.16,56795.31266203704
0.33,56795.313726851855
0.23,56795.314791666664
0.19,56795.31584490741
0.2,56795.31689814815
0.27,56795.31796296296
0.21,56795.319027777776
0.19,56795.32010416667
0.22,56795.32116898148
0.25,56795.32331018519
0.23,56795.324375
0.29,56795.32542824074
0.29,56795.327581018515
0.24,56795.3296875
0.29,56795.330775462964
0.17,56795.33184027778
0.24,56795.33290509259
0.3,56795.333958333336
0.3,56795.335023148145
0.27,56795.33609953704
0.26,56795.337164351855
0.26,56795.338229166664
0.26,56795.33930555556
0.33,56795.34037037037
0.31,56795.34143518518
0.34,56795.342511574076
0.3,56795.34357638889
0.2,56795.344664351855
0.23,56795.345717592594
0.3,56795.34679398148
0.23,56795.347858796296
0.25,56795.34892361111
0.27,56795.35
0.33,56795.35107638889
0.23,56795.35215277778
0.25,56795.353217592594
0.3,56795.35538194444
0.3,56795.356469907405
0.34,56795.357511574075
0.32,56795.35858796296
0.33,56795.35965277778
0.27,56795.361805555556
0.57,56795.36288194444
0.47,56795.36394675926
0.45,56795.365011574075
0.38,56795.367164351854
0.54,56795.36822916667
0.35,56795.36929398148
0.38,56795.37034722222
0.3,56795.371412037035
0.28,56795.37248842593
0.28,56795.37357638889
0.4,56795.37465277778
0.41,56795.37571759259
0.39,56795.37679398148
0.38,56795.37893518519
0.33,56795.380011574074
0.25,56795.38108796296
0.31,56795.38216435185
0.3,56795.38321759259
0.34,56795.38429398148
0.32,56795.385358796295
0.32,56795.3875
0.25,56795.38857638889
0.29,56795.38964120371
0.21,56795.394421296296
0.29,56795.39549768518
0.28,56795.396574074075
0.2,56795.39763888889
0.32,56795.3987037037
0.3,56795.39976851852
0.29,56795.40084490741
0.28,56795.40189814815
0.26,56795.40299768518
0.31,56795.40405092593
0.37,56795.405127314814
0.34,56795.40619212963
0.27,56795.40728009259
0.26,56795.40834490741
0.23,56795.40943287037
0.4,56795.41050925926
0.32,56795.41159722222
0.25,56795.412673611114
0.26,56795.41373842592
0.18,56795.41480324074
0.29,56795.4158912037
0.23,56795.41695601852
0.29,56795.418032407404
0.29,56795.419120370374
0.29,56795.42018518518
0.23,56795.42123842592
0.27,56795.42230324074
0.23,56795.423368055555
0.34,56795.42443287037
0.41,56795.42550925926
0.33,56795.4266087963
0.29,56795.42768518518
0.27,56795.428761574076
0.33,56795.42984953704
0.33,56795.4309375
0.28,56795.43201388889
0.2,56795.43310185185
0.33,56795.43417824074
0.25,56795.43524305556
0.28,56795.43633101852
0.31,56795.43740740741
0.32,56795.43848379629
0.26,56795.43956018519
0.23,56795.44063657407
0.29,56795.441724537035
0.27,56795.44280092593
0.25,56795.44609953704
0.29,56795.447175925925
0.25,56795.44824074074
0.23,56795.449328703704
0.18,56795.45042824074
0.17,56795.45259259259
0.14,56795.45369212963
0.15,56795.454780092594
0.15,56795.45585648148
0.17,56795.46016203704
0.18,56795.46231481482
0.2,56795.46340277778
0.08,56795.464467592596
0.1,56795.46556712963
0.14,56795.46770833333
0.32,56795.46984953704
0.39,56795.47201388889
0.23,56795.47311342593
0.14,56795.47421296296
0.24,56795.47528935185
0.25,56795.47636574074
0.29,56795.47741898148
0.26,56795.481041666666
0.26,56795.482141203705
0.25,56795.48321759259
0.23,56795.484293981484
0.16,56795.48537037037
0.25,56795.486446759256
0.33,56795.48753472222
0.33,56795.48861111111
0.22,56795.490752314814
0.15,56795.49291666667
0.18,56795.4972337963
0.25,56795.49832175926
0.13,56795.49940972222
0.2,56795.500497685185
0.17,56795.50158564815
0.38,56795.502650462964
0.58,56795.503703703704
0.38,56795.50476851852
0.37,56795.50585648148
0.6,56795.506944444445
0.59,56795.508055555554
0.34,56795.50913194445
0.42,56795.51020833333
0.41,56795.511296296296
0.41,56795.51238425926
0.31,56795.51346064815
0.28,56795.514548611114
0.25,56795.51563657408
0.37,56795.51671296296
0.28,56795.517800925925
0.33,56795.51888888889
0.2,56795.51997685185
0.25,56795.522152777776
0.24,56795.52322916667
0.19,56795.524305555555
0.27,56795.52537037037
0.13,56795.52755787037
0.14,56795.528645833336
0.15,56795.531875
0.07,56795.53296296296
0.1,56795.536215277774
0.11,56795.53729166667
0.11,56795.53839120371
0.25,56795.539456018516
0.06,56795.540555555555
0.1,56795.54164351852
0.14,56795.542719907404
0.37,56795.544895833336
0.25,56795.54599537037
0.14,56795.54707175926
0.21,56795.54814814815
0.16,56795.54922453704
0.41,56795.5503125
0.5,56795.55138888889
0.51,56795.55247685185
0.52,56795.55355324074
0.75,56795.55465277778
0.67,56795.5568287037
0.48,56795.560578703706
0.45,56795.56166666667
0.61,56795.56275462963
0.54,56795.56384259259
0.47,56795.56494212963
0.5,56795.56601851852
0.54,56795.56711805556
0.46,56795.56820601852
0.46,56795.56928240741
0.55,56795.570381944446
0.46,56795.57145833333
0.44,56795.57255787037
0.59,56795.573645833334
0.43,56795.57474537037
0.4,56795.575844907406
0.37,56795.57693287037
0.49,56795.57802083333
0.49,56795.57912037037
0.53,56795.58021990741
