masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
7.74e-23,9.6e-22,6.9e-21,1.9100000000000003e-15,1.7e-13,2.72e-14,0.48,56796.261412037034
1.52e-21,8.820000000000001e-24,5.97e-22,2.51e-14,1.4400000000000002e-13,2.67e-14,0.48,56796.26246527778
2.27e-21,1.3300000000000001e-21,3.8799999999999996e-21,8.66e-18,5.35e-14,1.89e-14,0.26,56796.26353009259
1.0499999999999999e-22,1.5800000000000001e-21,2.15e-16,7.88e-16,2.03e-14,1.75e-14,0.18,56796.26459490741
7.320000000000001e-22,1.38e-23,6.6400000000000005e-21,8.84e-18,5.96e-14,2.43e-14,0.29,56796.265648148146
1.9399999999999998e-21,1.63e-22,7.01e-22,1.02e-16,1.22e-13,2.26e-14,0.4,56796.26671296296
1.86e-21,1.6600000000000001e-21,1.73e-22,1.79e-15,7.54e-14,2.01e-14,0.32,56796.26777777778
1.13e-22,1.24e-23,4.8e-20,5.72e-18,8.11e-14,2.19e-14,0.33,56796.268842592595
5.26e-23,8.77e-23,1.03e-20,1.1399999999999998e-16,1.98e-14,1.5e-14,0.17,56796.269895833335
1.64e-21,1.86e-21,2.2400000000000003e-20,5.19e-17,1.41e-14,1.48e-14,0.15,56796.270949074074
6.87e-22,2.63e-22,1.9900000000000002e-20,1.44e-16,1.48e-14,1.48e-14,0.16,56796.27201388889
9.939999999999999e-24,1.2500000000000001e-21,2.3e-21,1.25e-18,4.76e-14,2.45e-14,0.26,56796.27307870371
2.34e-22,5.61e-22,6.840000000000001e-21,1.98e-16,7e-14,2.16e-14,0.3,56796.274143518516
3.55e-22,7.06e-23,1.16e-15,9.12e-14,1.6200000000000002e-13,3.99e-14,0.61,56796.275196759256
8.58e-23,2.02e-21,2.9899999999999997e-21,1.45e-15,6.28e-14,2.08e-14,0.29,56796.27626157407
1.6800000000000003e-21,3.01e-22,2.0300000000000002e-21,1.1000000000000001e-16,2.11e-14,2e-14,0.19,56796.27731481481
1.27e-21,4.47e-23,4.529999999999999e-21,1.23e-15,4.24e-14,2.3e-14,0.25,56796.27836805556
9.49e-24,1.57e-22,6.07e-21,9.84e-15,6.92e-14,2.67e-14,0.33,56796.2794212963
3.03e-22,1.5999999999999999e-21,9.019999999999999e-21,1.39e-14,1.04e-13,2.7e-14,0.4,56796.28047453704
1.51e-21,1.8499999999999997e-21,6.94e-20,7.59e-15,8.32e-14,2.22e-14,0.35,56796.281539351854
2.05e-21,3.37e-22,2.41e-21,2.87e-15,3.06e-14,1.71e-14,0.21,56796.28260416666
1.64e-21,1.59e-21,1.94e-18,5.9e-15,2.44e-14,1.73e-14,0.21,56796.28366898148
1.0900000000000001e-21,2.04e-22,3.34e-20,6.09e-15,1.89e-14,1.48e-14,0.18,56796.284733796296
2.71e-22,1.9099999999999998e-22,4.76e-24,2.89e-16,6.06e-14,1.37e-14,0.27,56796.285787037035
2.12e-22,1.23e-22,1.0000000000000001e-20,8.14e-15,4.26e-14,1.1e-14,0.24,56796.286875
6.64e-24,1.1699999999999998e-23,1.0700000000000002e-20,6.81e-14,1.47e-13,2.84e-14,0.55,56796.28792824074
4.58e-22,1.78e-21,4.9699999999999995e-20,3.16e-14,8.41e-14,2.35e-14,0.39,56796.2890162037
1.55e-22,6.700000000000001e-23,1.41e-20,1.18e-14,4.87e-14,2.1e-14,0.28,56796.29008101852
6.49e-22,1.7100000000000003e-21,3.16e-20,1.66e-14,8.47e-14,2.54e-14,0.37,56796.29222222222
1.52e-21,2.84e-22,2.25e-15,3.78e-14,9.56e-14,2.93e-14,0.43,56796.29329861111
1.7499999999999998e-21,8.84e-22,4.43e-22,2e-14,8.41e-14,2.46e-14,0.37,56796.29436342593
1.07e-19,7.0299999999999995e-15,5.96e-15,3.69e-14,1.01e-13,3.56e-14,0.47,56796.29645833333
1.62e-21,7.78e-22,2.1199999999999997e-15,3.38e-14,1.18e-13,2.85e-14,0.46,56796.29752314815
4.52e-22,1.65e-21,6.22e-23,3.45e-14,9.02e-14,2.96e-14,0.42,56796.29855324074
9.86e-24,4.1099999999999996e-22,8.390000000000001e-15,8.07e-14,1.1100000000000001e-13,3.49e-14,0.54,56796.299629629626
1.0300000000000001e-21,1.47e-21,7.3e-18,1.93e-14,3.82e-14,2.17e-14,0.28,56796.30069444444
1.7899999999999997e-21,1.6100000000000001e-21,2.1e-14,3.91e-14,1.24e-13,2.99e-14,0.51,56796.30174768518
4.9399999999999994e-23,1.1e-21,1.29e-20,1.39e-14,6.62e-14,2.23e-14,0.33,56796.3028587963
1.01e-21,1.32e-21,8.919999999999999e-16,6.23e-14,5.33e-14,3.37e-14,0.41,56796.303923611114
1.56e-21,6.58e-15,2.75e-18,2.88e-14,6.37e-14,3e-14,0.37,56796.30498842592
1.8700000000000002e-21,5.990000000000001e-23,3.71e-21,8.55e-15,7.53e-14,1.28e-14,0.31,56796.30835648148
4.25e-23,4.1000000000000004e-26,1.0199999999999999e-21,2.8e-14,8.1e-14,1.56e-14,0.37,56796.3094212963
8.939999999999999e-24,1.31e-21,5.470000000000001e-23,2.08e-14,8.92e-14,1.55e-14,0.37,56796.31047453704
3.8500000000000006e-22,1.1499999999999999e-23,1.02e-20,1.3300000000000001e-15,8.46e-14,1.3e-14,0.32,56796.31153935185
2.4200000000000003e-22,4.0799999999999996e-23,1.7699999999999998e-20,2.03e-14,7.25e-14,1.93e-14,0.34,56796.31260416667
5.55e-23,6.76e-22,4.4e-22,3.91e-15,7.27e-14,1.4e-14,0.3,56796.313680555555
2.09e-22,8.17e-24,9.609999999999999e-21,9.75e-15,4.3e-14,1.31e-14,0.25,56796.314733796295
2.17e-23,1.48e-15,4.33e-22,8.65e-14,1.2700000000000001e-13,2.71e-14,0.55,56796.31582175926
1.24e-23,1.3400000000000002e-23,2.6200000000000003e-20,3.76e-15,6.75e-14,1.36e-14,0.29,56796.31793981481
4.879999999999999e-22,4.51e-23,5.67e-21,1.25e-14,6.33e-14,9.26e-15,0.29,56796.31900462963
6.49e-23,2.54e-15,2.5099999999999997e-20,4.72e-14,1.22e-13,2.59e-14,0.48,56796.320069444446
9.93e-22,1.5199999999999998e-23,7.07e-21,1.73e-14,7.29e-14,8.44e-15,0.32,56796.32113425926
1.8700000000000002e-21,4.129999999999999e-23,2.4300000000000003e-20,2.96e-14,5.28e-14,1.12e-14,0.31,56796.32219907407
2.08e-21,3.9099999999999997e-22,3.9e-21,4.61e-15,5.76e-14,1.27e-14,0.27,56796.327731481484
8.6e-22,3.62e-22,1.1599999999999998e-20,1.1099999999999999e-15,7.1e-14,1.75e-14,0.3,56796.32880787037
4.99e-22,1.8e-22,4.4299999999999995e-18,5.71e-15,3.54e-14,1.52e-14,0.23,56796.32989583333
1.18e-21,4.1700000000000006e-23,4.0799999999999994e-21,1.29e-14,6.25e-14,1.15e-14,0.29,56796.33096064815
1.6100000000000001e-21,3.21e-25,5.82e-22,9.44e-15,8.22e-14,1.51e-14,0.33,56796.332025462965
3.41e-22,3.53e-22,2.1299999999999998e-21,1.83e-15,5.41e-14,1.14e-14,0.25,56796.33310185185
1.59e-23,9.109999999999999e-24,3.48e-21,1.47e-14,1.01e-13,4.33e-15,0.36,56796.33416666667
