mass,mjd
0.19,56789.25861111111
0.22,56789.25965277778
0.2,56789.26070601852
0.36,56789.261770833335
0.29,56789.2628125
0.31,56789.263877314814
0.34,56789.26493055555
0.36,56789.26596064815
0.31,56789.267013888886
0.27,56789.26806712963
0.28,56789.26913194444
0.39,56789.27019675926
0.29,56789.271261574075
0.25,56789.272314814814
0.27,56789.27337962963
0.28,56789.27444444445
0.32,56789.27549768519
0.3,56789.27761574074
0.32,56789.27868055556
0.26,56789.2797337963
0.37,56789.280798611115
0.39,56789.281851851854
0.31,56789.282905092594
0.3,56789.28396990741
0.36,56789.28502314815
0.35,56789.286099537036
0.36,56789.287152777775
0.26,56789.28821759259
0.27,56789.28925925926
0.32,56789.29032407407
0.31,56789.29138888889
0.36,56789.2924537037
0.33,56789.29351851852
0.29,56789.29565972222
0.3,56789.29673611111
0.31,56789.297789351855
0.3,56789.29886574074
0.27,56789.29991898148
0.34,56789.300983796296
0.43,56789.30204861111
0.28,56789.303125
0.31,56789.30417824074
0.29,56789.30525462963
0.46,56789.30631944445
0.35,56789.30738425926
0.4,56789.3084375
0.4,56789.309525462966
0.33,56789.31060185185
0.35,56789.31165509259
0.39,56789.313796296294
0.36,56789.314837962964
0.39,56789.31587962963
0.45,56789.31693287037
0.51,56789.31798611111
0.36,56789.319027777776
0.39,56789.320081018515
0.33,56789.32113425926
0.38,56789.32221064815
0.32,56789.323275462964
0.25,56789.32435185185
0.27,56789.32770833333
0.34,56789.32876157408
0.32,56789.32981481482
0.36,56789.330879629626
0.35,56789.33195601852
0.67,56789.333020833335
0.38,56789.33409722222
0.34,56789.33513888889
0.25,56789.33728009259
0.22,56789.33834490741
0.23,56789.33940972222
0.28,56789.34048611111
0.28,56789.34153935185
0.3,56789.34260416667
0.31,56789.343668981484
0.28,56789.34474537037
0.26,56789.34579861111
0.2,56789.346875
0.23,56789.34793981481
0.25,56789.34900462963
0.23,56789.35008101852
0.24,56789.35113425926
0.2,56789.35221064815
0.28,56789.35327546296
0.33,56789.35542824074
0.32,56789.35649305556
0.28,56789.35755787037
0.3,56789.358622685184
0.22,56789.359664351854
0.23,56789.36074074074
0.23,56789.36181712963
0.3,56789.36288194444
0.39,56789.36394675926
0.43,56789.365011574075
0.4,56789.366064814814
0.47,56789.367106481484
0.36,56789.36818287037
0.42,56789.36924768519
0.3,56789.37032407407
0.32,56789.37138888889
0.34,56789.372453703705
0.24,56789.37353009259
0.17,56789.37458333333
0.17,56789.37564814815
0.23,56789.37671296296
0.23,56789.37777777778
0.34,56789.378854166665
0.4,56789.37991898148
0.42,56789.38097222222
0.23,56789.38203703704
0.28,56789.38311342592
0.21,56789.38417824074
0.23,56789.38525462963
0.42,56789.38738425926
0.34,56789.3884375
0.32,56789.38951388889
0.29,56789.3905787037
0.33,56789.39164351852
0.29,56789.392696759256
0.26,56789.39377314815
0.3,56789.394849537035
0.32,56789.395902777775
0.39,56789.39697916667
0.35,56789.398043981484
0.36,56789.39912037037
0.33,56789.400196759256
0.38,56789.40814814815
0.19,56789.40923611111
0.19,56789.413125
0.19,56789.414189814815
0.17,56789.4152662037
0.18,56789.41633101852
0.15,56789.41740740741
0.24,56789.41847222222
0.19,56789.419537037036
0.18,56789.42061342593
0.19,56789.421689814815
0.15,56789.42275462963
0.5,56789.42383101852
0.29,56789.424895833334
0.38,56789.42596064815
0.43,56789.427037037036
1.23,56789.42811342593
0.36,56789.4302662037
0.19,56789.43133101852
0.2,56789.43239583333
0.24,56789.434537037036
0.65,56789.43666666667
0.6,56789.43880787037
0.56,56789.439884259256
0.42,56789.44096064815
0.44,56789.442025462966
0.33,56789.44311342593
0.25,56789.44417824074
0.29,56789.4452662037
0.4,56789.446701388886
0.34,56789.4477662037
