mass,mjd
0.24,56797.2621875
0.19,56797.263240740744
0.29,56797.26430555555
0.28,56797.26534722222
0.2,56797.26640046296
0.19,56797.2674537037
0.21,56797.26851851852
0.34,56797.26957175926
0.32,56797.270625
0.33,56797.271678240744
0.35,56797.272731481484
0.35,56797.27378472222
0.36,56797.27483796296
0.32,56797.27591435185
0.41,56797.276967592596
0.46,56797.278032407405
0.43,56797.27909722222
0.6,56797.28016203704
0.55,56797.28121527778
0.54,56797.28229166667
0.5,56797.28334490741
0.42,56797.28445601852
0.38,56797.285520833335
0.27,56797.28658564815
0.27,56797.28872685185
0.28,56797.28979166667
0.28,56797.29083333333
0.27,56797.29188657407
0.31,56797.29293981481
0.3,56797.29399305556
0.3,56797.2950462963
0.31,56797.296122685184
0.27,56797.2971875
0.26,56797.29825231482
0.28,56797.299305555556
0.31,56797.30039351852
0.35,56797.30144675926
0.29,56797.302511574075
0.24,56797.3058912037
0.18,56797.30695601852
0.16,56797.30804398148
0.12,56797.3091087963
0.14,56797.31017361111
0.1,56797.31122685185
0.1,56797.31230324074
0.16,56797.31444444445
0.11,56797.31550925926
0.14,56797.31657407407
0.14,56797.318703703706
0.11,56797.319768518515
0.11,56797.32084490741
0.07,56797.321909722225
0.1,56797.32297453703
0.15,56797.32405092593
0.26,56797.325104166666
0.3,56797.32618055555
0.21,56797.32724537037
0.18,56797.32829861111
0.18,56797.32938657407
0.17,56797.33045138889
0.15,56797.33152777778
0.15,56797.33259259259
0.17,56797.333645833336
0.25,56797.33472222222
0.2,56797.33584490741
0.18,56797.336909722224
0.14,56797.33797453704
0.13,56797.339050925926
0.12,56797.34011574074
0.12,56797.34118055556
0.13,56797.34224537037
0.2,56797.34332175926
0.24,56797.34439814815
0.24,56797.34652777778
0.12,56797.347604166665
0.11,56797.34869212963
0.13,56797.349756944444
0.1,56797.350810185184
0.06,56797.35189814815
0.18,56797.35403935185
0.21,56797.35512731481
0.15,56797.356203703705
0.2,56797.35728009259
0.22,56797.35834490741
0.23,56797.359398148146
0.17,56797.36047453704
0.28,56797.36153935185
0.17,56797.362604166665
0.16,56797.36368055556
0.16,56797.364756944444
0.22,56797.36583333334
0.17,56797.36690972222
0.15,56797.36798611111
0.24,56797.369050925925
