mass,mjd
0.14,56787.25792824074
0.11,56787.25898148148
0.13,56787.260046296295
0.11,56787.26216435185
0.22,56787.26322916667
0.21,56787.26431712963
0.24,56787.26537037037
0.23,56787.266435185185
0.24,56787.2675
0.26,56787.26856481482
0.26,56787.26961805556
0.19,56787.2706712963
0.14,56787.27280092592
0.09,56787.27384259259
0.15,56787.275243055556
0.13,56787.27630787037
0.12,56787.27737268519
0.11,56787.27842592593
0.14,56787.27947916667
0.12,56787.28055555555
0.12,56787.28160879629
0.1,56787.28267361111
0.13,56787.283738425926
0.14,56787.28480324074
0.11,56787.28585648148
0.11,56787.2869212963
0.08,56787.28797453704
0.1,56787.28902777778
0.09,56787.29009259259
0.1,56787.29115740741
0.08,56787.29221064815
0.08,56787.29326388889
0.11,56787.294328703705
0.09,56787.29539351852
0.12,56787.29645833333
0.11,56787.29751157408
0.13,56787.29857638889
0.09,56787.30068287037
0.09,56787.30174768518
0.08,56787.302824074075
0.06,56787.303877314815
0.08,56787.304930555554
0.06,56787.30706018519
0.15,56787.308125
0.11,56787.310277777775
0.09,56787.31391203704
0.09,56787.31605324074
0.13,56787.31712962963
0.12,56787.318194444444
0.12,56787.319236111114
0.1,56787.32032407408
0.07,56787.321377314816
0.11,56787.32244212963
0.09,56787.32350694444
0.13,56787.32457175926
0.1,56787.325636574074
0.15,56787.32670138889
0.15,56787.32776620371
0.14,56787.32884259259
0.21,56787.32989583333
0.2,56787.33607638889
0.07,56787.33715277778
0.08,56787.33820601852
0.09,56787.33935185185
0.07,56787.340416666666
0.07,56787.341469907406
0.06,56787.3425462963
0.09,56787.34359953704
0.07,56787.344664351855
0.1,56787.34574074074
0.11,56787.34680555556
0.17,56787.34787037037
0.19,56787.35
0.27,56787.35105324074
0.3,56787.352118055554
0.24,56787.35319444445
0.21,56787.35533564815
0.26,56787.356412037036
0.24,56787.35747685185
0.19,56787.35854166667
0.18,56787.35959490741
0.21,56787.360671296294
0.19,56787.36172453704
0.17,56787.36280092593
0.15,56787.36386574074
0.17,56787.36494212963
0.2,56787.366006944445
0.23,56787.36708333333
0.18,56787.36814814815
0.22,56787.36918981482
0.2,56787.3702662037
0.16,56787.3741087963
0.21,56787.37517361111
0.16,56787.376238425924
0.17,56787.377291666664
0.2,56787.37836805556
0.24,56787.3794212963
0.33,56787.380474537036
0.33,56787.381527777776
0.22,56787.382569444446
0.19,56787.38364583333
0.08,56787.38471064815
0.11,56787.38685185185
0.07,56787.38899305555
0.19,56787.39219907407
0.52,56787.393275462964
0.9,56787.394328703704
0.97,56787.39540509259
0.73,56787.396469907406
0.63,56787.39753472222
0.53,56787.39861111111
0.84,56787.399675925924
0.56,56787.400717592594
0.55,56787.40179398148
0.53,56787.4028587963
0.35,56787.40394675926
0.32,56787.405011574076
0.29,56787.40608796296
0.17,56787.40715277778
0.26,56787.408217592594
0.43,56787.41037037037
0.4,56787.41143518518
0.32,56787.412511574075
0.3,56787.413622685184
0.25,56787.4146875
0.24,56787.41577546296
0.21,56787.41684027778
0.26,56787.41792824074
0.14,56787.42005787037
0.19,56787.42113425926
0.25,56787.42219907408
0.23,56787.42327546296
0.32,56787.42435185185
0.18,56787.425416666665
0.16,56787.42649305556
0.14,56787.427569444444
0.15,56787.42866898148
0.11,56787.4297337963
0.07,56787.43188657407
0.07,56787.43295138889
0.09,56787.43402777778
0.09,56787.43510416667
0.14,56787.43618055555
0.08,56787.43724537037
0.12,56787.43832175926
0.17,56787.439375
0.2,56787.44043981482
0.2,56787.44150462963
0.14,56787.44521990741
0.18,56787.446284722224
0.22,56787.44736111111
0.19,56787.448425925926
0.21,56787.44951388889
0.22,56787.450590277775
0.2,56787.45201388889
0.21,56787.4530787037
0.19,56787.45415509259
0.19,56787.45523148148
0.2,56787.45630787037
0.17,56787.45737268519
0.14,56787.459502314814
0.17,56787.46056712963
0.13,56787.461643518516
0.16,56787.46271990741
0.17,56787.463796296295
0.19,56787.46487268519
0.1,56787.46827546296
0.14,56787.469363425924
0.11,56787.47372685185
0.09,56787.47697916667
0.19,56787.47914351852
0.11,56787.480219907404
0.18,56787.48385416667
0.07,56787.50046296296
0.16,56787.506886574076
0.23,56787.51763888889
0.29,56787.51872685185
0.09,56787.52841435185
0.06,56787.53057870371
0.17,56787.531689814816
0.16,56787.5381712963
0.08,56787.57387731481
0.09,56787.58314814815
0.07,56787.58423611111
0.09,56787.58534722222
0.09,56787.58645833333
0.08,56787.58756944445
0.08,56787.5887037037
0.15,56787.589791666665
0.12,56787.59086805556
0.14,56787.59196759259
0.12,56787.59305555555
0.1,56787.594201388885
0.09,56787.595289351855
0.11,56787.59637731482
0.08,56787.597453703704
0.11,56787.59851851852
0.14,56787.59960648148
0.15,56787.60068287037
0.15,56787.60184027778
0.12,56787.60293981482
