mass,mjd
0.26,56410.25346064815
0.33,56410.25450231481
0.28,56410.25554398148
0.33,56410.25761574074
0.36,56410.25969907407
0.43,56410.260729166665
0.49,56410.261770833335
0.37,56410.26385416667
0.29,56410.26488425926
0.44,56410.2659375
0.4,56410.268009259256
0.35,56410.26905092593
0.37,56410.2703587963
0.31,56410.27141203704
0.32,56410.27245370371
0.26,56410.27349537037
0.19,56410.275555555556
0.39,56410.277719907404
0.53,56410.27875
0.49,56410.28136574074
0.41,56410.28240740741
0.55,56410.28344907407
0.57,56410.28449074074
0.41,56410.2865625
0.44,56410.28761574074
0.4,56410.28865740741
0.37,56410.28971064815
0.4,56410.29074074074
0.41,56410.29178240741
0.38,56410.294907407406
0.36,56410.295949074076
0.41,56410.29699074074
0.42,56410.2990625
0.44,56410.300104166665
0.47,56410.301145833335
0.51,56410.30217592593
0.48,56410.30322916667
0.49,56410.30427083333
0.53,56410.30569444445
0.56,56410.30674768519
0.49,56410.30881944444
0.42,56410.30987268518
0.37,56410.31091435185
0.44,56410.311956018515
0.41,56410.312997685185
0.4,56410.314039351855
0.38,56410.31508101852
0.36,56410.31612268519
0.35,56410.31715277778
0.4,56410.318194444444
0.43,56410.319236111114
0.55,56410.32135416667
0.7,56410.3234375
0.5,56410.32449074074
0.42,56410.32554398148
0.38,56410.326574074075
0.44,56410.32763888889
0.45,56410.328680555554
0.52,56410.329722222225
0.79,56410.33084490741
0.59,56410.33189814815
0.55,56410.33293981481
0.53,56410.33399305555
0.62,56410.336064814815
0.65,56410.338159722225
0.61,56410.33920138889
0.78,56410.34025462963
0.56,56410.34133101852
0.55,56410.34238425926
0.49,56410.34342592592
0.47,56410.34446759259
0.39,56410.345671296294
0.38,56410.34775462963
0.42,56410.348807870374
0.43,56410.34983796296
0.53,56410.35087962963
0.54,56410.35193287037
0.53,56410.35306712963
0.48,56410.35412037037
0.46,56410.35622685185
0.54,56410.35728009259
0.52,56410.35833333333
0.63,56410.35938657408
0.51,56410.36042824074
0.51,56410.36146990741
0.48,56410.36474537037
0.55,56410.36577546296
0.32,56410.36682870371
0.34,56410.36787037037
0.35,56410.369050925925
0.42,56410.370092592595
0.39,56410.37113425926
0.4,56410.37217592593
0.5,56410.37427083333
0.4,56410.37534722222
0.35,56410.376388888886
0.44,56410.377800925926
0.4,56410.378854166665
0.38,56410.3809375
0.34,56410.38303240741
0.45,56410.38408564815
0.39,56410.38512731482
0.4,56410.38616898148
0.35,56410.387557870374
0.51,56410.38859953704
0.46,56410.38964120371
0.4,56410.39074074074
0.44,56410.39178240741
0.58,56410.39283564815
0.42,56410.39491898148
0.4,56410.39702546296
0.59,56410.39806712963
0.53,56410.39910879629
0.59,56410.40015046296
0.54,56410.4012037037
0.68,56410.40238425926
0.69,56410.40342592593
0.86,56410.40447916667
0.67,56410.40552083333
0.6,56410.40657407408
0.84,56410.40761574074
0.71,56410.40866898148
0.61,56410.40972222222
0.87,56410.41079861111
0.71,56410.41186342593
0.94,56410.41289351852
0.62,56410.41394675926
0.49,56410.415
0.75,56410.41605324074
0.76,56410.41710648148
0.74,56410.41815972222
0.65,56410.41921296297
0.49,56410.420266203706
0.42,56410.42130787037
0.41,56410.42244212963
0.32,56410.42349537037
0.46,56410.42454861111
0.67,56410.42560185185
0.6,56410.42663194444
0.62,56410.42769675926
0.34,56410.42873842592
0.37,56410.42979166667
0.28,56410.43083333333
0.29,56410.431979166664
0.39,56410.43304398148
0.28,56410.43409722222
0.39,56410.43512731481
0.34,56410.43618055555
0.26,56410.43722222222
0.27,56410.43943287037
0.32,56410.44048611111
0.3,56410.44153935185
0.3,56410.44259259259
0.29,56410.44364583334
0.12,56410.4446875
0.24,56410.44783564815
0.22,56410.44925925926
0.33,56410.451365740744
0.32,56410.45244212963
0.41,56410.45349537037
0.44,56410.45454861111
0.54,56410.45560185185
0.42,56410.456666666665
0.5,56410.457719907405
0.43,56410.45878472222
0.59,56410.45983796296
0.62,56410.46087962963
0.51,56410.46193287037
0.62,56410.46403935185
0.59,56410.465104166666
0.45,56410.466145833336
0.5,56410.4671875
0.46,56410.468252314815
0.38,56410.469305555554
0.3,56410.471400462964
0.31,56410.472453703704
0.34,56410.47350694444
0.4,56410.475625
0.6,56410.47681712963
0.56,56410.47788194445
0.52,56410.47892361111
0.56,56410.48
0.62,56410.481041666666
0.66,56410.48315972222
0.53,56410.48421296296
0.51,56410.48538194445
0.46,56410.486446759256
0.41,56410.4875
0.32,56410.48856481481
0.4,56410.48961805556
0.42,56410.49068287037
0.43,56410.491736111115
0.44,56410.492800925924
0.39,56410.49506944444
0.55,56410.49612268519
0.66,56410.499386574076
0.25,56410.500439814816
0.22,56410.501493055555
0.27,56410.502546296295
0.36,56410.50361111111
0.18,56410.50466435185
0.22,56410.50571759259
0.32,56410.50677083333
0.34,56410.507835648146
0.38,56410.50890046296
0.24,56410.5099537037
0.41,56410.51101851852
0.45,56410.51207175926
0.45,56410.51326388889
0.85,56410.514328703706
0.85,56410.515381944446
0.68,56410.51645833333
0.5,56410.51751157407
0.54,56410.51857638889
0.6,56410.519641203704
0.43,56410.52069444444
0.4,56410.52175925926
0.43,56410.522824074076
0.51,56410.52425925926
0.48,56410.52636574074
0.48,56410.52743055556
0.37,56410.5284837963
0.45,56410.52954861111
0.52,56410.53165509259
0.41,56410.53270833333
0.39,56410.53377314815
0.58,56410.53480324074
0.36,56410.535949074074
0.59,56410.53701388889
0.49,56410.53807870371
0.49,56410.539131944446
0.5,56410.54019675926
0.68,56410.54125
1.23,56410.54231481482
0.81,56410.54337962963
0.57,56410.54443287037
1.02,56410.54549768518
0.53,56410.5465625
0.52,56410.547627314816
0.37,56410.54869212963
0.41,56410.549895833334
0.32,56410.55097222222
0.2,56410.552037037036
0.33,56410.55310185185
0.51,56410.55415509259
0.19,56410.555231481485
0.27,56410.55738425926
0.2,56410.55951388889
0.36,56410.56055555555
0.39,56410.56162037037
0.99,56410.56375
1.16,56410.56586805556
1.42,56410.56693287037
1.03,56410.56853009259
0.61,56410.56958333333
0.57,56410.57064814815
1.11,56410.5727662037
0.66,56410.573842592596
0.34,56410.574907407405
0.08,56410.57603009259
0.55,56410.57709490741
0.43,56410.578148148146
0.38,56410.57921296296
0.37,56410.58028935185
0.43,56410.581342592595
0.4,56410.58278935185
0.35,56410.58385416667
0.48,56410.58491898148
0.32,56410.586018518516
0.47,56410.58814814815
0.51,56410.589212962965
0.41,56410.59027777778
0.38,56410.591365740744
0.47,56410.59241898148
0.46,56410.593564814815
0.51,56410.59569444445
0.35,56410.59675925926
0.48,56410.5978125
0.45,56410.599016203705
0.42,56410.60008101852
0.22,56410.60115740741
1.14,56410.60221064815
1.1,56410.60326388889
0.41,56410.6043287037
0.39,56410.606469907405
0.45,56410.607523148145
0.42,56410.60858796296
