masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
1.26e-22,8.75e-21,1.23e-14,1.24e-14,7.99e-14,3.41e-14,0.39,56407.37878472222
7.170000000000001e-23,1.98e-22,7.960000000000001e-20,1.32e-14,5.77e-14,4.42e-14,0.35,56407.37982638889
7.709999999999999e-23,2.85e-22,3e-25,8.95e-15,6.16e-14,4.14e-14,0.34,56407.38086805555
3.0699999999999996e-22,1.57e-23,2.02e-21,2.79e-15,6.78e-14,3.78e-14,0.34,56407.381886574076
1.79e-25,1.7499999999999998e-21,2.02e-21,8.120000000000001e-15,6.8e-14,4.02e-14,0.35,56407.382939814815
1.56e-23,7.2e-23,1.19e-21,2.0100000000000003e-15,5.76e-14,4.66e-14,0.33,56407.38395833333
1.08e-22,6.57e-22,4.47e-21,4.370000000000001e-19,3.61e-14,3.12e-14,0.25,56407.384988425925
8.199999999999999e-23,8.440000000000001e-22,6.25e-21,1.55e-17,6.4e-14,3.27e-14,0.31,56407.386030092595
1.3e-21,1.5399999999999999e-21,9.85e-23,8.93e-16,5.92e-14,3.05e-14,0.3,56407.38707175926
2.46e-22,5.57e-23,2.0000000000000002e-20,1.39e-16,5.09e-14,2.97e-14,0.28,56407.38811342593
1.01e-21,1.55e-23,1.64e-20,3.46e-16,4.97e-14,2.68e-14,0.27,56407.38914351852
1.35e-22,1.26e-22,1.0300000000000001e-21,9.59e-16,5.36e-14,2.88e-14,0.29,56407.390173611115
7.620000000000001e-24,8.33e-23,1.78e-21,1.99e-16,4.29e-14,3.01e-14,0.27,56407.39121527778
8.32e-22,1.1400000000000002e-22,3.59e-21,5.56e-16,4.54e-14,2.58e-14,0.26,56407.39224537037
1.62e-21,2.1100000000000002e-22,1.29e-20,3.29e-18,3.92e-14,2.05e-14,0.24,56407.39328703703
1.2899999999999998e-22,1.3599999999999998e-22,2.3900000000000002e-20,3.37e-16,3.23e-14,1.79e-14,0.21,56407.394328703704
1.2899999999999998e-22,6.65e-23,9.840000000000001e-21,1.8999999999999998e-16,3.15e-14,2.51e-14,0.21,56407.394328703704
4.85e-25,6.65e-23,9.840000000000001e-21,1.8999999999999998e-16,3.15e-14,2.51e-14,0.23,56407.3953587963
7.47e-23,2.63e-24,9.540000000000001e-23,6.86e-16,3.82e-14,2.2e-14,0.24,56407.39638888889
1.52e-21,1.17e-22,2.3199999999999998e-21,4.33e-17,3.69e-14,1.89e-14,0.23,56407.39743055555
5.58e-22,1.07e-21,3.7100000000000004e-20,4.6e-15,3.45e-14,1.42e-14,0.22,56407.398460648146
3.11e-23,1.9399999999999998e-21,1.9e-19,8.070000000000001e-17,3.43e-14,1.36e-14,0.21,56407.39949074074
2.0399999999999997e-21,1.33e-23,4.18e-22,8.550000000000001e-16,6.01e-14,1.29e-14,0.27,56407.40053240741
1.9000000000000003e-21,9.390000000000001e-23,5.69e-22,1.67e-17,4.01e-14,1.59e-14,0.23,56407.40157407407
1.2800000000000001e-22,1.29e-21,5.2e-21,2.09e-16,2.63e-14,1.84e-14,0.2,56407.402604166666
6.1599999999999995e-24,4.54e-22,2.1e-24,1.11e-18,3.73e-14,1.78e-14,0.22,56407.40363425926
1.27e-21,2.08e-24,9.679999999999999e-21,8.7e-18,2.39e-14,1.67e-14,0.19,56407.40467592593
2.3999999999999997e-23,1.4100000000000001e-22,1.3999999999999998e-20,3.1099999999999998e-16,3.23e-14,2.19e-14,0.22,56407.40571759259
1.83e-21,1.01e-21,4.5000000000000004e-21,2.04e-16,3.05e-14,1.76e-14,0.21,56407.40673611111
9.969999999999999e-22,2.0600000000000001e-22,1.44e-20,1.0600000000000001e-16,3.27e-14,1.83e-14,0.21,56407.40777777778
8.14e-24,6.91e-22,7.37e-21,5.16e-17,5.57e-14,2.81e-14,0.29,56407.40881944444
1.2500000000000001e-21,2.48e-21,2.1699999999999998e-20,1.67e-17,6.01e-14,2.18e-14,0.28,56407.40986111111
1.95e-21,5.42e-22,6.169999999999999e-21,8.45e-18,5.09e-14,2.18e-14,0.26,56407.41090277778
4.87e-24,2.87e-23,1.5999999999999999e-21,5.8799999999999995e-18,5.74e-14,1.83e-14,0.27,56407.41195601852
7.48e-22,1.4700000000000002e-23,8.7e-21,5.48e-18,6.45e-14,1.95e-14,0.29,56407.412997685184
