dimm,mjd
1.05,56410.23546296296
1.25,56410.236493055556
1.13,56410.23752314815
0.93,56410.23857638889
0.67,56410.239594907405
0.72,56410.240636574075
0.68,56410.24166666667
0.66,56410.24270833333
0.68,56410.24375
0.67,56410.244780092595
0.59,56410.24581018519
0.6,56410.24686342593
0.65,56410.24789351852
0.73,56410.24894675926
0.58,56410.249976851854
0.63,56410.251122685186
0.62,56410.253125
0.47,56410.254166666666
0.45,56410.25519675926
0.49,56410.25623842593
0.43,56410.25728009259
0.46,56410.25832175926
0.5,56410.259351851855
0.52,56410.26039351852
0.57,56410.26142361111
0.55,56410.26246527778
0.51,56410.263506944444
0.53,56410.264548611114
0.68,56410.2655787037
0.57,56410.26662037037
0.59,56410.26766203704
0.65,56410.2687037037
0.63,56410.26974537037
0.64,56410.27107638889
0.57,56410.27210648148
0.57,56410.273148148146
0.6,56410.27417824074
0.57,56410.27521990741
0.57,56410.27626157407
0.5,56410.27737268519
0.46,56410.27841435185
0.45,56410.27945601852
0.45,56410.28207175926
0.5,56410.283101851855
0.53,56410.28414351852
0.56,56410.28518518519
0.51,56410.286215277774
0.57,56410.28728009259
0.54,56410.28832175926
0.48,56410.28936342592
0.42,56410.29039351852
0.44,56410.29143518519
0.68,56410.29353009259
0.6,56410.29457175926
0.59,56410.29560185185
0.59,56410.296643518515
0.48,56410.297685185185
0.49,56410.298726851855
0.5,56410.29976851852
0.5,56410.30079861111
0.54,56410.301840277774
0.55,56410.302881944444
0.54,56410.303923611114
0.52,56410.30496527778
0.51,56410.30640046296
0.63,56410.307442129626
0.48,56410.30847222222
0.43,56410.309525462966
0.42,56410.310578703706
0.45,56410.3116087963
0.42,56410.31266203704
0.43,56410.3137037037
0.42,56410.314733796295
0.45,56410.315775462965
0.54,56410.31681712963
0.69,56410.3178587963
0.72,56410.31890046296
0.55,56410.31994212963
0.58,56410.32100694445
0.47,56410.32204861111
0.61,56410.32310185185
0.53,56410.32414351852
0.45,56410.32518518518
0.44,56410.32623842593
0.47,56410.32729166667
0.51,56410.32833333333
0.45,56410.329375
0.55,56410.33042824074
0.56,56410.33155092593
0.57,56410.33259259259
0.53,56410.3346875
0.55,56410.33572916667
0.56,56410.33782407407
0.61,56410.33886574074
0.72,56410.339907407404
0.61,56410.34096064815
0.64,56410.34203703704
0.59,56410.34307870371
0.62,56410.34412037037
0.51,56410.34517361111
0.48,56410.34637731482
0.52,56410.34741898148
0.52,56410.34846064815
0.53,56410.34950231481
0.52,56410.35054398148
0.57,56410.351585648146
0.59,56410.352627314816
0.59,56410.353784722225
0.61,56410.35481481482
0.58,56410.355891203704
0.62,56410.356944444444
0.57,56410.357986111114
0.48,56410.35902777778
0.48,56410.360081018516
0.5,56410.361122685186
0.47,56410.362175925926
0.59,56410.365439814814
0.59,56410.366481481484
0.59,56410.36752314815
0.59,56410.36856481482
0.59,56410.36974537037
0.57,56410.370787037034
0.61,56410.37184027778
0.62,56410.372881944444
0.6,56410.373923611114
0.59,56410.37496527778
0.52,56410.37604166667
0.65,56410.37709490741
0.6,56410.37849537037
0.63,56410.37954861111
0.53,56410.380590277775
0.59,56410.38164351852
0.63,56410.38267361111
0.75,56410.383726851855
0.62,56410.384780092594
0.59,56410.385833333334
0.58,56410.386875
0.59,56410.38825231481
0.61,56410.38929398148
0.58,56410.390393518515
0.64,56410.39144675926
0.75,56410.392488425925
0.79,56410.393530092595
0.68,56410.39457175926
0.58,56410.395625
0.57,56410.39666666667
0.71,56410.39771990741
0.65,56410.39876157408
0.71,56410.39981481482
0.64,56410.40085648148
0.82,56410.40189814815
0.71,56410.403078703705
0.83,56410.404131944444
0.75,56410.405173611114
0.7,56410.406226851854
0.78,56410.40728009259
0.7,56410.408321759256
0.67,56410.409375
0.76,56410.41042824074
0.74,56410.41150462963
0.83,56410.41255787037
0.77,56410.413611111115
0.7,56410.414664351854
0.74,56410.41569444445
0.8,56410.41674768519
0.8,56410.4178125
0.8,56410.418854166666
0.65,56410.419907407406
0.53,56410.420960648145
0.56,56410.422106481485
0.51,56410.42313657407
0.59,56410.42420138889
0.62,56410.42525462963
0.73,56410.4262962963
0.65,56410.427349537036
0.71,56410.428391203706
0.53,56410.429444444446
0.49,56410.43048611111
0.48,56410.43164351852
0.45,56410.43268518519
0.47,56410.43373842593
0.5,56410.43479166667
0.47,56410.435844907406
0.43,56410.436886574076
0.44,56410.437939814816
0.46,56410.43908564815
0.44,56410.440150462964
0.47,56410.44119212963
0.57,56410.4422337963
0.51,56410.44328703704
0.39,56410.444340277776
0.37,56410.445393518516
0.49,56410.44644675926
0.49,56410.4475
0.48,56410.44855324074
0.46,56410.449953703705
0.43,56410.451006944444
0.4,56410.452060185184
0.41,56410.453148148146
0.43,56410.454201388886
0.47,56410.4552662037
0.44,56410.45737268519
0.43,56410.45842592593
0.5,56410.45947916667
0.49,56410.46053240741
0.49,56410.46158564815
0.58,56410.463692129626
0.57,56410.46474537037
0.48,56410.46579861111
0.47,56410.46685185185
0.46,56410.46790509259
0.39,56410.46895833333
0.41,56410.47001157407
0.37,56410.47105324074
0.37,56410.47210648148
0.38,56410.47315972222
0.48,56410.47421296296
0.56,56410.475266203706
0.59,56410.476331018515
0.61,56410.47752314815
0.63,56410.47857638889
0.5,56410.4796412037
0.57,56410.48069444444
0.59,56410.48174768518
0.67,56410.48280092593
0.6,56410.48386574074
0.56,56410.485034722224
0.48,56410.48608796296
0.49,56410.4871412037
0.46,56410.488217592596
0.47,56410.489270833335
0.57,56410.490335648145
0.52,56410.491377314815
0.52,56410.492430555554
0.49,56410.49349537037
0.5,56410.49471064815
0.63,56410.49576388889
0.6,56410.496828703705
0.48,56410.500081018516
0.47,56410.50114583333
0.57,56410.50326388889
0.6,56410.50430555556
0.61,56410.50537037037
0.75,56410.506423611114
0.64,56410.50746527778
0.74,56410.50855324074
0.65,56410.50960648148
0.68,56410.510659722226
0.76,56410.511724537035
0.73,56410.51291666667
0.84,56410.513969907406
0.85,56410.51503472222
0.87,56410.51609953704
0.76,56410.517164351855
0.79,56410.518217592595
0.9,56410.519282407404
0.87,56410.52034722222
0.78,56410.52141203704
0.76,56410.52247685185
0.89,56410.52354166667
0.85,56410.52496527778
0.78,56410.52600694444
0.83,56410.52706018519
0.69,56410.528125
0.77,56410.52920138889
0.89,56410.53024305555
0.84,56410.53130787037
0.84,56410.53236111111
0.85,56410.53340277778
0.77,56410.534467592595
0.73,56410.53550925926
0.71,56410.53665509259
0.7,56410.53771990741
0.68,56410.53878472222
0.69,56410.53983796296
0.64,56410.54090277778
0.69,56410.543032407404
0.72,56410.54408564815
0.79,56410.54515046296
0.74,56410.546215277776
0.65,56410.547268518516
0.57,56410.54833333333
0.61,56410.54953703703
0.64,56410.55061342593
0.55,56410.55167824074
0.53,56410.55274305555
0.56,56410.5537962963
0.52,56410.554872685185
0.44,56410.55594907407
0.52,56410.55701388889
0.56,56410.55809027778
0.54,56410.55914351852
0.58,56410.560208333336
0.56,56410.561273148145
0.59,56410.56233796296
0.57,56410.56340277778
0.54,56410.56445601852
0.69,56410.565520833334
0.68,56410.56657407407
0.59,56410.56763888889
0.6,56410.56922453704
0.63,56410.570289351854
0.65,56410.57135416667
0.62,56410.57240740741
0.68,56410.573483796295
0.62,56410.574537037035
0.69,56410.5756712963
0.68,56410.57674768518
0.72,56410.57780092592
0.69,56410.57886574074
0.68,56410.579930555556
0.62,56410.58099537037
0.71,56410.58206018519
0.62,56410.58349537037
0.66,56410.58456018518
0.63,56410.58561342592
0.67,56410.58673611111
0.76,56410.587800925925
0.61,56410.58886574074
0.6,56410.58991898148
0.59,56410.5909837963
0.68,56410.59207175926
0.65,56410.593136574076
0.66,56410.59428240741
0.65,56410.59533564815
0.65,56410.596400462964
0.59,56410.59746527778
0.6,56410.59853009259
0.66,56410.59972222222
0.9,56410.60078703704
0.87,56410.601851851854
0.84,56410.60291666666
0.78,56410.60398148148
0.66,56410.606099537035
0.68,56410.60716435185
0.69,56410.60824074074
0.73,56410.609293981484
0.73,56410.610613425924
0.74,56410.61167824074
0.73,56410.615578703706
0.77,56410.616631944446
0.67,56410.61770833333
0.78,56410.61877314815
0.67,56410.62228009259
0.62,56410.62333333334
0.73,56410.62547453704
0.69,56410.62702546296
0.7,56410.62810185185
0.78,56410.629166666666
0.79,56410.63023148148
