mass,mjd
1.16,57155.259421296294
1.4,57155.26148148148
1.31,57155.262511574074
1.05,57155.26458333333
1.12,57155.26561342592
1.22,57155.289814814816
0.89,57155.29084490741
1.1,57155.291875
0.85,57155.292916666665
0.77,57155.29394675926
0.57,57155.29498842593
0.76,57155.29601851852
0.81,57155.29707175926
1.06,57155.31949074074
1.31,57155.320543981485
1.87,57155.32157407407
1.75,57155.32572916667
1.43,57155.32677083334
1.14,57155.32780092592
3.0,57155.32880787037
2.9,57155.32984953704
1.69,57155.33090277778
1.21,57155.33194444444
1.31,57155.332974537036
0.85,57155.334016203706
1.51,57155.33505787037
0.93,57155.33608796296
0.7,57155.3371412037
1.86,57155.339212962965
0.12,57155.34025462963
0.85,57155.34232638889
0.85,57155.34336805555
0.79,57155.344409722224
0.82,57155.34547453704
1.05,57155.346504629626
1.11,57155.34755787037
1.14,57155.348599537036
2.62,57155.349641203706
1.13,57155.35068287037
1.0,57155.35173611111
0.75,57155.3527662037
0.66,57155.35381944444
0.76,57155.35486111111
0.73,57155.35590277778
1.0,57155.356944444444
0.65,57155.35901620371
0.69,57155.36006944445
1.03,57155.361446759256
1.06,57155.362488425926
1.24,57155.363530092596
1.55,57155.36457175926
1.88,57155.36561342593
1.33,57155.366643518515
1.32,57155.367685185185
1.17,57155.368738425925
0.79,57155.36976851852
0.72,57155.37081018519
0.7,57155.37185185185
0.63,57155.372881944444
0.76,57155.373935185184
0.72,57155.374976851854
0.83,57155.377071759256
0.71,57155.379155092596
0.62,57155.38123842593
0.54,57155.38229166667
0.72,57155.38333333333
0.72,57155.384375
0.71,57155.38542824074
0.74,57155.386458333334
0.94,57155.387511574074
1.16,57155.38856481481
1.3,57155.38959490741
1.3,57155.390648148146
1.85,57155.391689814816
2.08,57155.392743055556
1.94,57155.39378472222
1.74,57155.394837962966
1.61,57155.3969212963
1.78,57155.39796296296
1.11,57155.3990162037
1.17,57155.400046296294
1.27,57155.401087962964
1.12,57155.40212962963
2.15,57155.40350694444
0.27,57155.418032407404
1.08,57155.41909722222
2.14,57155.434525462966
3.85,57155.44957175926
0.56,57155.50908564815
0.41,57155.51012731482
2.35,57155.51327546296
0.45,57155.5153587963
0.47,57155.51641203704
0.49,57155.517476851855
0.5,57155.518530092595
0.35,57155.51957175926
0.34,57155.520625
0.45,57155.521678240744
0.49,57155.522731481484
0.45,57155.52412037037
0.48,57155.52517361111
0.45,57155.52622685185
0.33,57155.52726851852
0.48,57155.53084490741
4.61,57155.53189814815
0.71,57155.53295138889
0.44,57155.534004629626
1.47,57155.53505787037
0.47,57155.536087962966
0.57,57155.537152777775
0.81,57155.538194444445
0.46,57155.53925925926
1.39,57155.541354166664
1.41,57155.54240740741
1.0,57155.54344907407
1.25,57155.544490740744
1.23,57155.54555555555
1.1,57155.54766203704
0.8,57155.5487037037
1.03,57155.54975694444
0.82,57155.55081018519
0.86,57155.55186342593
0.51,57155.55291666667
1.23,57155.55396990741
0.9,57155.55503472222
0.89,57155.556076388886
1.12,57155.5571412037
1.5,57155.55819444444
0.94,57155.55924768518
1.16,57155.56028935185
1.09,57155.56135416667
1.02,57155.56240740741
1.04,57155.56450231482
0.91,57155.56555555556
0.97,57155.566608796296
1.08,57155.567662037036
1.24,57155.568715277775
0.81,57155.56978009259
1.04,57155.57082175926
0.84,57155.57674768518
0.29,57155.57780092592
0.69,57155.57885416667
0.8,57155.57990740741
0.75,57155.58096064815
0.76,57155.58201388889
0.5,57155.58306712963
0.53,57155.585185185184
0.48,57155.58738425926
0.64,57155.5884375
0.53,57155.58949074074
0.64,57155.59054398148
0.72,57155.5916087963
0.94,57155.592673611114
0.86,57155.593726851854
0.92,57155.59479166667
0.98,57155.59690972222
0.82,57155.59903935185
0.47,57155.60009259259
