dimm,mjd
0.86,57156.245844907404
0.93,57156.246875
1.03,57156.24789351852
1.06,57156.248935185184
0.75,57156.249976851854
0.98,57156.25103009259
0.98,57156.25206018519
0.76,57156.25310185185
0.65,57156.25414351852
0.71,57156.25517361111
0.85,57156.256203703706
0.76,57156.257256944446
0.58,57156.25902777778
0.65,57156.26006944444
0.61,57156.26111111111
0.7,57156.26215277778
0.64,57156.26353009259
0.65,57156.264560185184
0.64,57156.26561342592
0.68,57156.26664351852
0.63,57156.26767361111
0.63,57156.26871527778
0.63,57156.27442129629
0.73,57156.27545138889
0.66,57156.27649305556
0.6,57156.27752314815
0.61,57156.27856481481
0.56,57156.28229166667
0.48,57156.283321759256
0.53,57156.284363425926
0.5,57156.285405092596
0.51,57156.28644675926
0.49,57156.28748842593
0.5,57156.28853009259
0.48,57156.28957175926
0.54,57156.290613425925
0.5,57156.291655092595
0.5,57156.29269675926
0.53,57156.29373842593
0.55,57156.29478009259
0.52,57156.29582175926
0.51,57156.29686342592
0.58,57156.29789351852
0.74,57156.29893518519
0.79,57156.29996527778
0.93,57156.30101851852
0.88,57156.30204861111
0.86,57156.30310185185
0.76,57156.304143518515
0.94,57156.30517361111
0.73,57156.30621527778
0.74,57156.30726851852
0.79,57156.30831018519
0.76,57156.30936342593
0.67,57156.31040509259
0.62,57156.31144675926
0.6,57156.31248842592
0.56,57156.31353009259
0.53,57156.31458333333
0.56,57156.315625
0.58,57156.316666666666
0.53,57156.317708333336
0.55,57156.318761574075
0.57,57156.31980324074
0.58,57156.323854166665
0.7,57156.324907407405
0.8,57156.325949074075
0.72,57156.32699074074
0.59,57156.32803240741
0.6,57156.32908564815
0.6,57156.33011574074
0.62,57156.33116898148
0.63,57156.33221064815
0.62,57156.33325231481
0.66,57156.33429398148
0.61,57156.335335648146
0.79,57156.336377314816
0.93,57156.33741898148
0.71,57156.33846064815
0.6,57156.33950231481
0.57,57156.34054398148
0.64,57156.34159722222
0.67,57156.342627314814
0.65,57156.343680555554
0.61,57156.34473379629
0.63,57156.34576388889
0.72,57156.346817129626
0.64,57156.34784722222
0.61,57156.34890046297
0.64,57156.34994212963
0.69,57156.3509837963
0.68,57156.35203703704
0.61,57156.35309027778
0.66,57156.35413194444
0.62,57156.35517361111
0.66,57156.35622685185
0.54,57156.357256944444
0.54,57156.358298611114
0.47,57156.359351851854
0.57,57156.36040509259
0.54,57156.361446759256
0.62,57156.362488425926
0.63,57156.363541666666
0.59,57156.364594907405
0.52,57156.365636574075
0.49,57156.36667824074
0.5,57156.367731481485
0.51,57156.368784722225
0.62,57156.36982638889
0.57,57156.37087962963
0.57,57156.3719212963
0.57,57156.37296296296
0.6,57156.37401620371
0.53,57156.37505787037
0.59,57156.37609953704
0.53,57156.37715277778
0.54,57156.37819444444
0.53,57156.380277777775
0.56,57156.38134259259
0.69,57156.382372685184
0.6,57156.383425925924
0.62,57156.384467592594
0.57,57156.38552083333
0.71,57156.3865625
0.62,57156.38866898148
0.67,57156.390069444446
0.69,57156.39111111111
0.73,57156.39215277778
0.77,57156.39319444444
0.73,57156.39423611111
0.7,57156.39527777778
0.68,57156.39633101852
0.7,57156.397372685184
0.77,57156.39842592592
0.78,57156.39946759259
0.73,57156.40049768519
0.71,57156.401550925926
0.71,57156.402592592596
0.78,57156.40362268518
0.79,57156.40467592593
0.86,57156.40571759259
0.66,57156.40678240741
0.57,57156.40782407407
0.56,57156.40888888889
0.6,57156.40993055556
0.63,57156.4109837963
0.77,57156.41203703704
0.78,57156.413090277776
0.84,57156.414143518516
0.78,57156.415185185186
0.7,57156.41730324074
0.7,57156.41835648148
0.81,57156.41939814815
0.8,57156.42046296296
0.85,57156.42151620371
0.81,57156.42256944445
0.64,57156.423622685186
0.62,57156.424675925926
0.66,57156.42574074074
0.7,57156.426782407405
0.67,57156.42888888889
0.79,57156.42994212963
0.58,57156.430983796294
0.66,57156.43203703704
0.74,57156.4330787037
0.72,57156.43414351852
0.67,57156.43519675926
0.65,57156.43623842593
0.58,57156.43729166667
0.59,57156.43833333333
0.59,57156.43938657407
0.65,57156.44042824074
0.63,57156.441469907404
0.63,57156.44252314815
0.69,57156.44358796296
0.7,57156.44462962963
0.7,57156.44569444445
0.69,57156.446747685186
0.81,57156.44778935185
0.98,57156.448854166665
0.9,57156.449907407405
0.75,57156.450949074075
0.81,57156.452002314814
0.85,57156.45306712963
0.92,57156.45412037037
0.8,57156.45516203704
0.64,57156.459444444445
0.58,57156.46050925926
0.71,57156.461550925924
0.59,57156.46260416666
0.63,57156.46366898148
0.65,57156.46472222222
0.65,57156.465775462966
0.7,57156.466828703706
0.82,57156.46789351852
0.71,57156.46894675926
0.69,57156.47
0.68,57156.471041666664
0.65,57156.47209490741
0.74,57156.47315972222
0.81,57156.47421296296
0.71,57156.475266203706
0.72,57156.47630787037
0.72,57156.477372685185
0.8,57156.478414351855
0.71,57156.48054398148
0.66,57156.48159722222
0.67,57156.48265046296
0.8,57156.483715277776
0.83,57156.484768518516
0.72,57156.48582175926
0.75,57156.486875
0.69,57156.48792824074
0.72,57156.48899305556
0.72,57156.4900462963
0.8,57156.49109953704
0.78,57156.49215277778
1.11,57156.49320601852
0.8,57156.494259259256
0.78,57156.4953125
0.85,57156.49636574074
0.79,57156.4984837963
0.71,57156.49953703704
0.81,57156.50059027778
0.76,57156.50164351852
0.65,57156.50270833333
0.77,57156.50481481481
0.83,57156.50586805555
0.77,57156.5069212963
0.73,57156.50798611111
0.71,57156.509039351855
0.74,57156.510092592594
0.74,57156.51115740741
0.7,57156.51219907407
0.65,57156.51359953704
0.85,57156.51466435185
0.83,57156.51571759259
0.84,57156.51677083333
0.57,57156.51783564815
0.6,57156.518900462965
0.66,57156.519953703704
0.78,57156.521006944444
0.59,57156.52207175926
0.56,57156.52313657408
