dimm,mjd
0.81,56062.24145833333
0.73,56062.24355324074
0.86,56062.24459490741
0.61,56062.24563657407
0.68,56062.24768518518
0.55,56062.248715277776
0.74,56062.249768518515
0.65,56062.2518287037
0.7,56062.25287037037
0.53,56062.253900462965
0.65,56062.254965277774
0.64,56062.25599537037
0.67,56062.25703703704
0.6,56062.25806712963
0.44,56062.26310185185
0.44,56062.264131944445
0.5,56062.265173611115
0.44,56062.2662037037
0.47,56062.269837962966
0.42,56062.270949074074
0.44,56062.27199074074
0.36,56062.2740625
0.36,56062.28097222222
0.43,56062.282002314816
0.36,56062.28303240741
0.24,56062.285104166665
0.34,56062.28613425926
0.31,56062.28613425926
0.29,56062.28821759259
0.21,56062.28925925926
0.3,56062.290289351855
0.28,56062.29133101852
0.31,56062.29236111111
0.35,56062.29340277778
0.39,56062.29445601852
0.31,56062.295486111114
0.36,56062.29652777778
0.38,56062.297581018516
0.4,56062.298622685186
0.31,56062.29965277778
0.29,56062.30069444444
0.25,56062.30173611111
0.26,56062.302766203706
0.32,56062.30386574074
0.31,56062.30490740741
0.36,56062.3059375
0.33,56062.30699074074
0.41,56062.308020833334
0.31,56062.30903935185
0.39,56062.31008101852
0.32,56062.31112268518
0.44,56062.31216435185
0.34,56062.31321759259
0.31,56062.314259259256
0.31,56062.315300925926
0.3,56062.31909722222
0.25,56062.320127314815
0.33,56062.3212037037
0.28,56062.322233796294
0.28,56062.323275462964
0.3,56062.324328703704
0.3,56062.325370370374
0.24,56062.32640046296
0.29,56062.327465277776
0.28,56062.32848379629
0.35,56062.32957175926
0.27,56062.33060185185
0.24,56062.33164351852
0.32,56062.33541666667
0.35,56062.33646990741
0.38,56062.33751157407
0.41,56062.33855324074
0.35,56062.339594907404
0.29,56062.34166666667
0.29,56062.34270833333
0.36,56062.34375
0.37,56062.344872685186
0.45,56062.34591435185
0.42,56062.34694444444
0.35,56062.34799768519
0.3,56062.34903935185
0.39,56062.350069444445
0.42,56062.351122685184
0.37,56062.35215277778
0.35,56062.35325231482
0.3,56062.35533564815
0.31,56062.35637731481
0.31,56062.35741898148
0.29,56062.358460648145
0.36,56062.36210648148
0.33,56062.36314814815
0.35,56062.36417824074
0.29,56062.365219907406
0.37,56062.367314814815
0.34,56062.368368055555
0.35,56062.37053240741
0.27,56062.37157407407
0.29,56062.372615740744
0.3,56062.37365740741
0.27,56062.374710648146
0.32,56062.375752314816
0.31,56062.37679398148
0.29,56062.377847222226
0.3,56062.37888888889
0.39,56062.37993055556
0.4,56062.38097222222
0.45,56062.38202546296
0.38,56062.38306712963
0.4,56062.38664351852
0.35,56062.38768518518
0.3,56062.38872685185
0.32,56062.38978009259
0.45,56062.39083333333
0.36,56062.391863425924
0.38,56062.392905092594
0.33,56062.393958333334
0.47,56062.39501157407
0.37,56062.39606481481
0.37,56062.39711805555
0.36,56062.399201388886
0.39,56062.40025462963
0.38,56062.401296296295
0.39,56062.402349537035
0.32,56062.403391203705
0.39,56062.40547453704
0.31,56062.40755787037
0.45,56062.40861111111
0.32,56062.40966435185
0.34,56062.41070601852
0.34,56062.41174768518
0.36,56062.41280092593
0.39,56062.41385416667
0.37,56062.41490740741
0.43,56062.41594907407
0.32,56062.41699074074
0.35,56062.41804398148
0.34,56062.4190625
0.37,56062.420115740744
0.38,56062.421168981484
0.4,56062.42222222222
0.33,56062.42327546296
0.44,56062.42431712963
0.38,56062.42538194444
0.45,56062.42643518518
0.43,56062.42748842593
0.42,56062.42851851852
0.47,56062.42957175926
0.44,56062.431666666664
0.45,56062.43271990741
0.38,56062.43377314815
0.41,56062.43481481481
0.41,56062.435949074075
0.38,56062.43699074074
0.42,56062.438043981485
0.34,56062.44012731482
0.39,56062.44119212963
0.4,56062.4422337963
0.38,56062.44328703704
0.32,56062.444386574076
0.39,56062.44541666667
0.37,56062.44648148148
0.34,56062.44752314815
0.37,56062.44857638889
0.42,56062.44962962963
0.45,56062.4506712963
0.37,56062.45342592592
0.37,56062.45449074074
0.35,56062.45553240741
0.33,56062.45658564815
0.36,56062.45762731481
0.38,56062.45868055556
